antigenicity_score,antigen_prediction
0.8259,Probable Antigen
1.3778,Probable Antigen
0.1933,Probable Non-Antigen
-0.1187,Probable Non-Antigen
0.3598,Probable Non-Antigen
-0.8524,Probable Non-Antigen
0.1978,Probable Non-Antigen
0.0088,Probable Non-Antigen
0.343,Probable Non-Antigen
-0.422,Probable Non-Antigen
-0.2332,Probable Non-Antigen
0.4597,Probable Non-Antigen
0.8139,Probable Antigen
0.5279,Probable Antigen
0.1685,Probable Non-Antigen
1.1141,Probable Antigen
0.3409,Probable Non-Antigen
0.1676,Probable Non-Antigen
1.5122,Probable Antigen
1.933,Probable Antigen
1.4741,Probable Antigen
0.7331,Probable Antigen
0.4005,Probable Non-Antigen
0.7273,Probable Antigen
0.4525,Probable Non-Antigen
0.514,Probable Antigen
0.3448,Probable Non-Antigen
0.5014,Probable Antigen
1.0631,Probable Antigen
0.4535,Probable Non-Antigen
0.3186,Probable Non-Antigen
0.1287,Probable Non-Antigen
0.0716,Probable Non-Antigen
0.8228,Probable Antigen
0.2265,Probable Non-Antigen
0.6219,Probable Antigen
1.0142,Probable Antigen
0.5377,Probable Antigen
0.4008,Probable Non-Antigen
0.2957,Probable Non-Antigen
0.4648,Probable Non-Antigen
0.5583,Probable Antigen
0.181,Probable Non-Antigen
0.2278,Probable Non-Antigen
0.6342,Probable Antigen
0.6364,Probable Antigen
0.2642,Probable Non-Antigen
0.6175,Probable Antigen
0.0814,Probable Non-Antigen
0.175,Probable Non-Antigen
0.7758,Probable Antigen
0.2752,Probable Non-Antigen
0.6259,Probable Antigen
0.8112,Probable Antigen
0.3549,Probable Non-Antigen
-0.3789,Probable Non-Antigen
1.0008,Probable Antigen
0.928,Probable Antigen
0.1642,Probable Non-Antigen
-0.3282,Probable Non-Antigen
0.5808,Probable Antigen
0.5471,Probable Antigen
-0.4238,Probable Non-Antigen
0.8202,Probable Antigen
0.3371,Probable Non-Antigen
0.2224,Probable Non-Antigen
0.6958,Probable Antigen
0.6806,Probable Antigen
0.9226,Probable Antigen
0.2955,Probable Non-Antigen
0.5563,Probable Antigen
1.1058,Probable Antigen
0.5613,Probable Antigen
0.0295,Probable Non-Antigen
0.0964,Probable Non-Antigen
1.2698,Probable Antigen
0.5147,Probable Antigen
0.2132,Probable Non-Antigen
0.3082,Probable Non-Antigen
0.0181,Probable Non-Antigen
0.6392,Probable Antigen
0.4357,Probable Non-Antigen
1.0213,Probable Antigen
0.3573,Probable Non-Antigen
-0.0734,Probable Non-Antigen
0.1526,Probable Non-Antigen
0.8042,Probable Antigen
0.5849,Probable Antigen
0.25,Probable Non-Antigen
-0.1304,Probable Non-Antigen
0.3798,Probable Non-Antigen
0.4866,Probable Non-Antigen
0.7434,Probable Antigen
0.2588,Probable Non-Antigen
0.4347,Probable Non-Antigen
0.7202,Probable Antigen
0.6835,Probable Antigen
0.038,Probable Non-Antigen
0.0723,Probable Non-Antigen
0.3272,Probable Non-Antigen
0.6466,Probable Antigen
1.1235,Probable Antigen
0.1062,Probable Non-Antigen
0.5166,Probable Antigen
1.3655,Probable Antigen
1.1353,Probable Antigen
1.2671,Probable Antigen
-0.0975,Probable Non-Antigen
-0.0191,Probable Non-Antigen
0.9697,Probable Antigen
0.5218,Probable Antigen
1.6401,Probable Antigen
0.5109,Probable Antigen
1.2064,Probable Antigen
0.5669,Probable Antigen
0.3656,Probable Non-Antigen
0.53,Probable Antigen
-0.0153,Probable Non-Antigen
1.0694,Probable Antigen
-0.5308,Probable Non-Antigen
-0.3753,Probable Non-Antigen
1.9195,Probable Antigen
-0.1444,Probable Non-Antigen
0.0935,Probable Non-Antigen
0.9345,Probable Antigen
0.1858,Probable Non-Antigen
0.9186,Probable Antigen
-0.0069,Probable Non-Antigen
0.6039,Probable Antigen
0.1328,Probable Non-Antigen
0.6105,Probable Antigen
0.5241,Probable Antigen
-0.4324,Probable Non-Antigen
0.1864,Probable Non-Antigen
0.2781,Probable Non-Antigen
0.3775,Probable Non-Antigen
0.4802,Probable Non-Antigen
0.8497,Probable Antigen
1.0701,Probable Antigen
1.3486,Probable Antigen
0.7463,Probable Antigen
0.4078,Probable Non-Antigen
0.5414,Probable Antigen
-0.324,Probable Non-Antigen
0.7391,Probable Antigen
0.6381,Probable Antigen
0.7783,Probable Antigen
0.7882,Probable Antigen
0.6085,Probable Antigen
-0.4784,Probable Non-Antigen
0.1938,Probable Non-Antigen
0.4147,Probable Non-Antigen
0.6859,Probable Antigen
-0.3553,Probable Non-Antigen
0.5647,Probable Antigen
0.579,Probable Antigen
0.0203,Probable Non-Antigen
-0.0944,Probable Non-Antigen
0.4302,Probable Non-Antigen
0.4156,Probable Non-Antigen
0.8116,Probable Antigen
1.2278,Probable Antigen
0.63,Probable Antigen
-0.5375,Probable Non-Antigen
0.2975,Probable Non-Antigen
-0.2829,Probable Non-Antigen
0.2855,Probable Non-Antigen
1.5509,Probable Antigen
0.2184,Probable Non-Antigen
0.7107,Probable Antigen
0.6521,Probable Antigen
0.4569,Probable Non-Antigen
0.507,Probable Antigen
0.2391,Probable Non-Antigen
0.4106,Probable Non-Antigen
1.0802,Probable Antigen
1.2455,Probable Antigen
-0.1322,Probable Non-Antigen
0.686,Probable Antigen
0.3011,Probable Non-Antigen
-0.7401,Probable Non-Antigen
0.6171,Probable Antigen
-0.0844,Probable Non-Antigen
0.3218,Probable Non-Antigen
-0.7651,Probable Non-Antigen
0.5672,Probable Antigen
1.0685,Probable Antigen
0.7549,Probable Antigen
0.4778,Probable Non-Antigen
0.3862,Probable Non-Antigen
0.3371,Probable Non-Antigen
0.5758,Probable Antigen
0.5109,Probable Antigen
0.613,Probable Antigen
0.0125,Probable Non-Antigen
0.5859,Probable Antigen
-0.3089,Probable Non-Antigen
0.0326,Probable Non-Antigen
0.549,Probable Antigen
0.2701,Probable Non-Antigen
-0.0314,Probable Non-Antigen
0.6416,Probable Antigen
0.5097,Probable Antigen
0.6748,Probable Antigen
-0.0967,Probable Non-Antigen
0.2797,Probable Non-Antigen
-0.1362,Probable Non-Antigen
0.2484,Probable Non-Antigen
0.7317,Probable Antigen
0.6625,Probable Antigen
0.6185,Probable Antigen
0.8285,Probable Antigen
0.9881,Probable Antigen
0.5107,Probable Antigen
0.1588,Probable Non-Antigen
1.011,Probable Antigen
0.7018,Probable Antigen
0.0673,Probable Non-Antigen
0.852,Probable Antigen
0.8496,Probable Antigen
-0.0834,Probable Non-Antigen
0.6995,Probable Antigen
0.3312,Probable Non-Antigen
-0.3189,Probable Non-Antigen
0.3114,Probable Non-Antigen
0.6828,Probable Antigen
1.0976,Probable Antigen
0.9474,Probable Antigen
0.259,Probable Non-Antigen
1.7462,Probable Antigen
1.4192,Probable Antigen
-0.0835,Probable Non-Antigen
0.7521,Probable Antigen
0.8987,Probable Antigen
0.1828,Probable Non-Antigen
0.7487,Probable Antigen
1.416,Probable Antigen
0.2187,Probable Non-Antigen
0.2224,Probable Non-Antigen
0.4387,Probable Non-Antigen
0.4644,Probable Non-Antigen
0.0554,Probable Non-Antigen
0.2129,Probable Non-Antigen
0.2,Probable Non-Antigen
0.1499,Probable Non-Antigen
1.0257,Probable Antigen
0.0343,Probable Non-Antigen
1.4835,Probable Antigen
0.5871,Probable Antigen
0.6621,Probable Antigen
2.6591,Probable Antigen
2.6927,Probable Antigen
1.454,Probable Antigen
1.0138,Probable Antigen
0.6066,Probable Antigen
0.6806,Probable Antigen
0.4311,Probable Non-Antigen
0.6672,Probable Antigen
1.139,Probable Antigen
0.3516,Probable Non-Antigen
0.57,Probable Antigen
-0.1135,Probable Non-Antigen
0.0207,Probable Non-Antigen
0.4538,Probable Non-Antigen
0.2566,Probable Non-Antigen
0.1143,Probable Non-Antigen
0.2095,Probable Non-Antigen
1.0484,Probable Antigen
0.5339,Probable Antigen
0.4587,Probable Non-Antigen
-0.0708,Probable Non-Antigen
0.4654,Probable Non-Antigen
0.5234,Probable Antigen
0.3925,Probable Non-Antigen
0.2297,Probable Non-Antigen
0.1513,Probable Non-Antigen
0.4532,Probable Non-Antigen
0.9141,Probable Antigen
0.4768,Probable Non-Antigen
0.3178,Probable Non-Antigen
-0.2946,Probable Non-Antigen
0.9095,Probable Antigen
-0.0144,Probable Non-Antigen
0.4046,Probable Non-Antigen
0.1704,Probable Non-Antigen
0.3643,Probable Non-Antigen
0.0609,Probable Non-Antigen
1.3769,Probable Antigen
0.6414,Probable Antigen
-0.129,Probable Non-Antigen
-0.0305,Probable Non-Antigen
1.2301,Probable Antigen
0.4072,Probable Non-Antigen
0.1273,Probable Non-Antigen
0.5763,Probable Antigen
0.4585,Probable Non-Antigen
0.5719,Probable Antigen
0.7354,Probable Antigen
0.0375,Probable Non-Antigen
0.8391,Probable Antigen
1.2828,Probable Antigen
0.5316,Probable Antigen
0.5731,Probable Antigen
-0.3003,Probable Non-Antigen
-0.7169,Probable Non-Antigen
0.2247,Probable Non-Antigen
0.1043,Probable Non-Antigen
0.013,Probable Non-Antigen
0.9601,Probable Antigen
0.5985,Probable Antigen
0.3128,Probable Non-Antigen
0.3917,Probable Non-Antigen
1.0015,Probable Antigen
0.0023,Probable Non-Antigen
0.2069,Probable Non-Antigen
0.9109,Probable Antigen
0.4662,Probable Non-Antigen
1.4177,Probable Antigen
-0.4947,Probable Non-Antigen
0.8469,Probable Antigen
0.6768,Probable Antigen
0.5691,Probable Antigen
0.4863,Probable Non-Antigen
0.1219,Probable Non-Antigen
0.5732,Probable Antigen
-0.0998,Probable Non-Antigen
0.4153,Probable Non-Antigen
1.4212,Probable Antigen
0.0745,Probable Non-Antigen
1.2378,Probable Antigen
0.3195,Probable Non-Antigen
0.8132,Probable Antigen
1.1117,Probable Antigen
0.5078,Probable Antigen
0.2521,Probable Non-Antigen
-0.1424,Probable Non-Antigen
1.4199,Probable Antigen
-0.4547,Probable Non-Antigen
-0.03,Probable Non-Antigen
-0.029,Probable Non-Antigen
-0.3649,Probable Non-Antigen
0.1577,Probable Non-Antigen
0.2801,Probable Non-Antigen
0.7146,Probable Antigen
0.0476,Probable Non-Antigen
0.5003,Probable Antigen
0.0481,Probable Non-Antigen
0.2424,Probable Non-Antigen
0.5986,Probable Antigen
0.5609,Probable Antigen
0.8064,Probable Antigen
0.7491,Probable Antigen
-0.3125,Probable Non-Antigen
0.2551,Probable Non-Antigen
0.2029,Probable Non-Antigen
0.457,Probable Non-Antigen
1.3904,Probable Antigen
0.8383,Probable Antigen
0.6809,Probable Antigen
0.5411,Probable Antigen
0.7729,Probable Antigen
-0.3819,Probable Non-Antigen
-0.3121,Probable Non-Antigen
0.869,Probable Antigen
0.0134,Probable Non-Antigen
0.1462,Probable Non-Antigen
0.5147,Probable Antigen
0.8878,Probable Antigen
0.123,Probable Non-Antigen
0.2999,Probable Non-Antigen
0.6293,Probable Antigen
-0.2029,Probable Non-Antigen
0.7022,Probable Antigen
0.3189,Probable Non-Antigen
0.9239,Probable Antigen
0.3305,Probable Non-Antigen
1.0813,Probable Antigen
0.7365,Probable Antigen
0.3804,Probable Non-Antigen
0.0068,Probable Non-Antigen
0.7674,Probable Antigen
1.2764,Probable Antigen
1.42,Probable Antigen
0.6394,Probable Antigen
1.4506,Probable Antigen
0.4736,Probable Non-Antigen
0.5211,Probable Antigen
0.1737,Probable Non-Antigen
0.9675,Probable Antigen
0.2132,Probable Non-Antigen
0.1454,Probable Non-Antigen
0.2467,Probable Non-Antigen
0.2473,Probable Non-Antigen
0.2348,Probable Non-Antigen
0.2271,Probable Non-Antigen
0.452,Probable Non-Antigen
0.116,Probable Non-Antigen
-1.0415,Probable Non-Antigen
-0.6459,Probable Non-Antigen
1.0499,Probable Antigen
1.0578,Probable Antigen
-1.0158,Probable Non-Antigen
0.4987,Probable Non-Antigen
0.4301,Probable Non-Antigen
0.2475,Probable Non-Antigen
0.3546,Probable Non-Antigen
0.4101,Probable Non-Antigen
0.4651,Probable Non-Antigen
0.5879,Probable Antigen
0.3202,Probable Non-Antigen
0.3018,Probable Non-Antigen
0.0937,Probable Non-Antigen
1.1357,Probable Antigen
0.534,Probable Antigen
0.6882,Probable Antigen
0.7082,Probable Antigen
0.4238,Probable Non-Antigen
-0.2205,Probable Non-Antigen
0.8911,Probable Antigen
0.1667,Probable Non-Antigen
0.4618,Probable Non-Antigen
1.1524,Probable Antigen
-0.8254,Probable Non-Antigen
-0.3147,Probable Non-Antigen
0.3761,Probable Non-Antigen
1.2669,Probable Antigen
0.6324,Probable Antigen
-0.0413,Probable Non-Antigen
-0.2678,Probable Non-Antigen
0.8216,Probable Antigen
0.3053,Probable Non-Antigen
0.4407,Probable Non-Antigen
0.6428,Probable Antigen
0.5864,Probable Antigen
0.8311,Probable Antigen
0.7112,Probable Antigen
0.8264,Probable Antigen
0.5669,Probable Antigen
-0.3655,Probable Non-Antigen
-0.1743,Probable Non-Antigen
0.0616,Probable Non-Antigen
-0.0389,Probable Non-Antigen
0.0429,Probable Non-Antigen
1.8034,Probable Antigen
1.0272,Probable Antigen
0.968,Probable Antigen
0.7247,Probable Antigen
-0.0533,Probable Non-Antigen
0.076,Probable Non-Antigen
2.4429,Probable Antigen
0.7679,Probable Antigen
0.939,Probable Antigen
1.639,Probable Antigen
0.8148,Probable Antigen
0.1541,Probable Non-Antigen
0.1114,Probable Non-Antigen
0.4033,Probable Non-Antigen
0.5206,Probable Antigen
-0.6775,Probable Non-Antigen
0.2505,Probable Non-Antigen
0.4307,Probable Non-Antigen
0.2904,Probable Non-Antigen
0.4282,Probable Non-Antigen
-0.5347,Probable Non-Antigen
0.1232,Probable Non-Antigen
-0.148,Probable Non-Antigen
-0.0833,Probable Non-Antigen
0.2687,Probable Non-Antigen
-0.091,Probable Non-Antigen
-0.3171,Probable Non-Antigen
-0.2994,Probable Non-Antigen
0.7744,Probable Antigen
0.7485,Probable Antigen
-0.0894,Probable Non-Antigen
0.7216,Probable Antigen
0.0317,Probable Non-Antigen
0.4821,Probable Non-Antigen
0.5528,Probable Antigen
0.0915,Probable Non-Antigen
-1.5175,Probable Non-Antigen
0.824,Probable Antigen
0.8243,Probable Antigen
0.0809,Probable Non-Antigen
0.3271,Probable Non-Antigen
0.5561,Probable Antigen
0.9009,Probable Antigen
1.694,Probable Antigen
0.1315,Probable Non-Antigen
1.0681,Probable Antigen
0.5789,Probable Antigen
1.1143,Probable Antigen
-0.3099,Probable Non-Antigen
0.2783,Probable Non-Antigen
-0.6555,Probable Non-Antigen
0.3328,Probable Non-Antigen
0.5468,Probable Antigen
-0.1142,Probable Non-Antigen
-0.3944,Probable Non-Antigen
0.2479,Probable Non-Antigen
0.4035,Probable Non-Antigen
1.2164,Probable Antigen
0.6729,Probable Antigen
0.1415,Probable Non-Antigen
0.3233,Probable Non-Antigen
0.6706,Probable Antigen
1.0625,Probable Antigen
0.4271,Probable Non-Antigen
-0.2254,Probable Non-Antigen
0.9026,Probable Antigen
-0.2668,Probable Non-Antigen
0.2055,Probable Non-Antigen
-0.2973,Probable Non-Antigen
0.3916,Probable Non-Antigen
0.2631,Probable Non-Antigen
1.1548,Probable Antigen
1.1038,Probable Antigen
1.2241,Probable Antigen
0.2349,Probable Non-Antigen
0.96,Probable Antigen
1.29,Probable Antigen
0.7881,Probable Antigen
0.5168,Probable Antigen
0.3022,Probable Non-Antigen
0.4053,Probable Non-Antigen
0.8274,Probable Antigen
0.6486,Probable Antigen
-0.5305,Probable Non-Antigen
0.3193,Probable Non-Antigen
0.428,Probable Non-Antigen
0.3702,Probable Non-Antigen
0.698,Probable Antigen
-0.1295,Probable Non-Antigen
-0.1803,Probable Non-Antigen
0.3785,Probable Non-Antigen
0.3846,Probable Non-Antigen
0.7389,Probable Antigen
1.1733,Probable Antigen
1.1165,Probable Antigen
0.0675,Probable Non-Antigen
-0.1322,Probable Non-Antigen
0.0089,Probable Non-Antigen
0.4052,Probable Non-Antigen
0.2992,Probable Non-Antigen
1.999,Probable Antigen
1.3089,Probable Antigen
0.1804,Probable Non-Antigen
0.765,Probable Antigen
-0.0296,Probable Non-Antigen
0.2502,Probable Non-Antigen
0.7753,Probable Antigen
0.5037,Probable Antigen
1.6159,Probable Antigen
1.6842,Probable Antigen
-0.2497,Probable Non-Antigen
0.9998,Probable Antigen
-0.2937,Probable Non-Antigen
0.9755,Probable Antigen
0.6744,Probable Antigen
0.872,Probable Antigen
0.7003,Probable Antigen
0.2135,Probable Non-Antigen
0.2447,Probable Non-Antigen
0.1621,Probable Non-Antigen
0.0753,Probable Non-Antigen
1.0279,Probable Antigen
0.6462,Probable Antigen
-0.0419,Probable Non-Antigen
0.2605,Probable Non-Antigen
1.0278,Probable Antigen
0.0713,Probable Non-Antigen
-0.2311,Probable Non-Antigen
0.7785,Probable Antigen
1.0296,Probable Antigen
0.3154,Probable Non-Antigen
0.0693,Probable Non-Antigen
0.5906,Probable Antigen
0.353,Probable Non-Antigen
0.9195,Probable Antigen
-0.7442,Probable Non-Antigen
-0.7585,Probable Non-Antigen
0.6982,Probable Antigen
0.6376,Probable Antigen
0.8835,Probable Antigen
0.8074,Probable Antigen
0.1667,Probable Non-Antigen
1.5912,Probable Antigen
-0.0058,Probable Non-Antigen
0.548,Probable Antigen
2.0317,Probable Antigen
0.8535,Probable Antigen
-0.3902,Probable Non-Antigen
0.0083,Probable Non-Antigen
-0.2665,Probable Non-Antigen
-0.7278,Probable Non-Antigen
0.0807,Probable Non-Antigen
0.8959,Probable Antigen
1.2142,Probable Antigen
0.6604,Probable Antigen
0.7146,Probable Antigen
0.7031,Probable Antigen
0.8239,Probable Antigen
-0.1511,Probable Non-Antigen
0.4727,Probable Non-Antigen
0.8409,Probable Antigen
0.8669,Probable Antigen
-0.0002,Probable Non-Antigen
0.307,Probable Non-Antigen
0.532,Probable Antigen
-0.1378,Probable Non-Antigen
0.7535,Probable Antigen
-0.0681,Probable Non-Antigen
0.1808,Probable Non-Antigen
1.6451,Probable Antigen
1.0956,Probable Antigen
0.9862,Probable Antigen
1.0786,Probable Antigen
0.746,Probable Antigen
0.8883,Probable Antigen
0.7253,Probable Antigen
0.7052,Probable Antigen
-0.01,Probable Non-Antigen
0.0646,Probable Non-Antigen
-0.0158,Probable Non-Antigen
0.2628,Probable Non-Antigen
0.3934,Probable Non-Antigen
1.4278,Probable Antigen
0.882,Probable Antigen
0.3217,Probable Non-Antigen
1.0178,Probable Antigen
2.0139,Probable Antigen
0.5615,Probable Antigen
0.6567,Probable Antigen
1.9347,Probable Antigen
0.3109,Probable Non-Antigen
0.4192,Probable Non-Antigen
0.7148,Probable Antigen
1.0656,Probable Antigen
0.441,Probable Non-Antigen
1.6639,Probable Antigen
0.7455,Probable Antigen
0.1019,Probable Non-Antigen
0.3368,Probable Non-Antigen
-0.9596,Probable Non-Antigen
-0.2866,Probable Non-Antigen
0.5252,Probable Antigen
0.8325,Probable Antigen
1.1148,Probable Antigen
0.439,Probable Non-Antigen
0.949,Probable Antigen
0.5235,Probable Antigen
-0.3185,Probable Non-Antigen
-0.6913,Probable Non-Antigen
0.5338,Probable Antigen
1.4322,Probable Antigen
0.5648,Probable Antigen
0.2503,Probable Non-Antigen
1.7148,Probable Antigen
1.9688,Probable Antigen
0.4173,Probable Non-Antigen
1.5063,Probable Antigen
1.88,Probable Antigen
0.5593,Probable Antigen
0.228,Probable Non-Antigen
1.3027,Probable Antigen
0.2798,Probable Non-Antigen
0.8861,Probable Antigen
0.8267,Probable Antigen
0.4723,Probable Non-Antigen
-0.2887,Probable Non-Antigen
0.0009,Probable Non-Antigen
0.3283,Probable Non-Antigen
0.8139,Probable Antigen
1.1167,Probable Antigen
-0.4147,Probable Non-Antigen
-0.1674,Probable Non-Antigen
1.1027,Probable Antigen
1.783,Probable Antigen
-0.091,Probable Non-Antigen
0.7889,Probable Antigen
1.3011,Probable Antigen
1.3352,Probable Antigen
-0.0722,Probable Non-Antigen
0.588,Probable Antigen
0.2798,Probable Non-Antigen
0.6381,Probable Antigen
0.9958,Probable Antigen
0.3357,Probable Non-Antigen
0.7602,Probable Antigen
0.9272,Probable Antigen
0.8372,Probable Antigen
-0.0081,Probable Non-Antigen
-0.0656,Probable Non-Antigen
0.9557,Probable Antigen
-0.2635,Probable Non-Antigen
0.2953,Probable Non-Antigen
0.6127,Probable Antigen
-0.1877,Probable Non-Antigen
0.1744,Probable Non-Antigen
0.8357,Probable Antigen
0.4403,Probable Non-Antigen
-0.0442,Probable Non-Antigen
-0.321,Probable Non-Antigen
0.5043,Probable Antigen
-0.3589,Probable Non-Antigen
0.1225,Probable Non-Antigen
0.419,Probable Non-Antigen
0.669,Probable Antigen
0.1111,Probable Non-Antigen
1.8297,Probable Antigen
1.2149,Probable Antigen
1.2119,Probable Antigen
-0.5551,Probable Non-Antigen
0.5378,Probable Antigen
0.044,Probable Non-Antigen
0.2309,Probable Non-Antigen
-0.118,Probable Non-Antigen
1.6094,Probable Antigen
0.8798,Probable Antigen
0.9185,Probable Antigen
0.6339,Probable Antigen
0.1257,Probable Non-Antigen
0.0493,Probable Non-Antigen
1.2972,Probable Antigen
0.0223,Probable Non-Antigen
0.2197,Probable Non-Antigen
0.1998,Probable Non-Antigen
0.0589,Probable Non-Antigen
0.6346,Probable Antigen
0.0317,Probable Non-Antigen
0.5551,Probable Antigen
-0.2412,Probable Non-Antigen
0.065,Probable Non-Antigen
1.4716,Probable Antigen
1.1476,Probable Antigen
0.3374,Probable Non-Antigen
0.5422,Probable Antigen
0.6147,Probable Antigen
0.2636,Probable Non-Antigen
-0.1018,Probable Non-Antigen
0.5808,Probable Antigen
-0.0924,Probable Non-Antigen
0.5216,Probable Antigen
0.2026,Probable Non-Antigen
0.3416,Probable Non-Antigen
